,item_id,amount,currency,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş
1630,9498395,10800,AZN,Bakı,BMW,X5,2001,"Offroader / SUV, 5 qapı",Göy,4.4 L / 286 a.g. / Benzin,247 586 km
1631,9515071,25700,AZN,Bakı,Ford,Fusion (North America),2017,Sedan,Ağ,2.0 L / 249 a.g. / Benzin,94 000 km
1632,9515169,122000,USD,Bakı,Porsche,911 Carrera,2020,Kupe,Göy,3.0 L / 385 a.g. / Benzin,30 000 km
1633,9516772,37500,AZN,Bakı,Hyundai,Elantra,2021,Sedan,Yaş Asfalt,1.6 L / 128 a.g. / Benzin,105 000 km
1634,9464484,36000,AZN,Bakı,Toyota,Corolla Cross,2025,"Offroader / SUV, 5 qapı",Ağ,2.0 L / 197 a.g. / Hibrid,0 km
1635,9516636,5500,AZN,Qazax,Opel,Astra,1997,"Universal, 5 qapı",Boz,1.6 L / 101 a.g. / Benzin,350 000 km
1636,9485290,31200,AZN,Bakı,Changan,Qiyuan Q05,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,1.5 L / 215 a.g. / Plug-in Hibrid,0 km
1637,9517380,4700,AZN,Bakı,Tofas,Sahin,2005,Sedan,Gümüşü,1.6 L / 92 a.g. / Benzin,89 257 km
1638,9141708,41500,USD,Bakı,Lexus,LS 350,2018,Sedan,Boz,3.5 L / 315 a.g. / Benzin,167 790 km
1639,9405225,17900,AZN,Sumqayıt,Nissan,X-Trail,2008,"Offroader / SUV, 5 qapı",Ağ,2.5 L / 170 a.g. / Benzin,184 651 km
1640,9347747,11850,AZN,Bakı,Chevrolet,Cruze,2012,Sedan,Ağ,1.8 L / 141 a.g. / Benzin,355 000 km
1641,9443134,29900,USD,Bakı,Land Rover,RR Sport,2014,"Offroader / SUV, 5 qapı",Ağ,3.0 L / 340 a.g. / Benzin,165 762 km
1642,9502859,10500,AZN,Bakı,Kia,Rio,2007,Sedan,Ağ,1.4 L / 97 a.g. / Benzin,327 440 km
1643,9427554,10900,AZN,Bakı,Fiat,500L,2013,"Hetçbek, 5 qapı",Qara,1.4 L / 95 a.g. / Benzin,260 000 km
1644,9401076,23500,AZN,Bakı,Chevrolet,Equinox,2018,"Offroader / SUV, 5 qapı",Qara,1.5 L / 170 a.g. / Benzin,97 000 km
1645,9435956,21750,USD,Bakı,Nissan,X-Trail,2019,"Offroader / SUV, 5 qapı",Ağ,2.0 L / 144 a.g. / Benzin,68 000 km
1646,9349052,74200,AZN,Bakı,Mercedes,Axor 2533,2011,Yük maşını,Boz,7.5 L / 330 a.g. / Dizel,660 000 km
1647,9500411,49500,AZN,Bakı,Hyundai,Sonata,2024,Sedan,Boz,2.0 L / 192 a.g. / Hibrid,4 700 km
1648,9314430,33800,AZN,Bakı,Kia,K7,2016,Sedan,Qara,2.2 L / 202 a.g. / Dizel,230 000 km
1649,9220781,16000,AZN,Bakı,Kia,Carens,2006,Minivan,Qara,2.0 L / 140 a.g. / Dizel,247 000 km
1650,9473724,6500,AZN,Bakı,GAZ,33021,1998,Yük maşını,Boz,2.4 L / 100 a.g. / Benzin,98 000 km
1651,9452694,9500,AZN,Xudat,Renault,Megane,2007,"Universal, 5 qapı",Ağ,1.9 L / 115 a.g. / Dizel,326 625 km
1652,9493578,40500,AZN,Bakı,BMW,528,2015,Sedan,Yaş Asfalt,2.0 L / 245 a.g. / Benzin,165 000 km
1653,9443414,205000,USD,Bakı,Land Rover,Range Rover,2024,"Offroader / SUV, 5 qapı",Qara,3.0 L / 400 a.g. / Benzin,13 500 km
1654,9495081,21450,USD,Bakı,BMW,328,2015,Sedan,Yaş Asfalt,2.0 L / 245 a.g. / Benzin,153 000 km
1655,9517243,7500,AZN,Bakı,Volkswagen,Passat,2005,Sedan,Göy,2.0 L / 170 a.g. / Benzin,320 000 km
1656,9477284,28700,AZN,Bakı,Toyota,Corolla,2020,Sedan,Göy,1.6 L / 124 a.g. / Benzin,107 000 km
1657,9516094,19400,AZN,Bakı,Hyundai,Avante,2016,Sedan,Ağ,1.6 L / 132 a.g. / Benzin,120 800 km
1658,9517268,1400,AZN,Neftçala,LADA (VAZ),21011,1983,Sedan,Ağ,1.3 L / 65 a.g. / Benzin,56 969 km
1659,9517199,29000,AZN,Gədəbəy,Lexus,GX 470,2006,"Offroader / SUV, 5 qapı",Qara,4.7 L / 273 a.g. / Benzin,208 000 km
1660,9418898,106900,USD,Bakı,Land Rover,Defender,2024,"Offroader / SUV, 5 qapı",Qara,3.0 L / 300 a.g. / Dizel,0 km
1661,9309188,35800,AZN,Bakı,Mercedes,Atego 818,2012,Yük maşını,Ağ,4.3 L / 180 a.g. / Dizel,689 000 km
1662,9482369,23400,AZN,Bakı,BYD,Seal 05,2025,Sedan,Yaş Asfalt,1.5 L / 190 a.g. / Plug-in Hibrid,0 km
1663,9501563,78000,AZN,Masallı,DAF,105 XF,2012,Dartqı,Ağ,12 L / 460 a.g. / Dizel,999 158 km
1664,9170050,31900,AZN,Bakı,Honda,e:NP1,2023,"Offroader / SUV, 5 qapı",Ağ,204 a.g. / Elektro,21 000 km
1665,9494544,31500,AZN,Bakı,Changan,Qiyuan Q05,2025,"Offroader / SUV, 5 qapı",Ağ,1.5 L / 215 a.g. / Plug-in Hibrid,0 km
1666,8626436,86900,USD,Bakı,Mercedes,G 63 AMG,2015,"Offroader / SUV, 5 qapı",Qara,5.5 L / 571 a.g. / Benzin,85 000 km
1667,9372756,49900,USD,Bakı,ZEEKR,Mix,2025,Minivan,Ağ,422 a.g. / Elektro,0 km
1668,8837791,46300,USD,Bakı,BMW,530e,2021,Sedan,Göy,2.0 L / 292 a.g. / Plug-in Hibrid,47 995 km
1669,8904865,65500,USD,Bakı,Land Rover,Range Rover,2019,"Offroader / SUV, 5 qapı",Ağ,3.0 L / 248 a.g. / Dizel,124 000 km
1670,9497906,28500,AZN,Bakı,Toyota,Corolla,2019,Sedan,Qara,1.6 L / 124 a.g. / Benzin,102 000 km
1671,9494585,28000,AZN,Bakı,BMW,528,2016,Sedan,Ağ,2.0 L / 245 a.g. / Benzin,149 000 km
1672,7948240,30000,AZN,Bakı,Nissan,Altima,2019,Sedan,Qara,2.5 L / 182 a.g. / Benzin,78 000 km
1673,9392202,25200,AZN,Bakı,Mitsubishi,Pajero,2010,"Offroader / SUV, 3 qapı",Ağ,3.5 L / 202 a.g. / Benzin,243 000 km
1674,8427490,39900,AZN,Bakı,GAC,GS3 Emzoom,2024,"Offroader / SUV, 5 qapı",Yaş Asfalt,1.5 L / 175 a.g. / Benzin,0 km
1675,9269427,25500,AZN,Bakı,Changan,Qiyuan A05,2025,Sedan,Ağ,1.5 L / 215 a.g. / Plug-in Hibrid,0 km
1676,9466241,13000,USD,Bakı,BYD,Seal 05,2025,Sedan,Yaş Asfalt,1.5 L / 290 a.g. / Plug-in Hibrid,0 km
1677,9485547,9800,AZN,Gəncə,Opel,Astra,2006,"Hetçbek, 5 qapı",Gümüşü,1.4 L / 90 a.g. / Benzin,280 000 km
1678,9497762,21500,AZN,Bakı,BMW,X5,2006,"Offroader / SUV, 5 qapı",Qara,4.8 L / 360 a.g. / Benzin,235 300 km
1679,8658549,18900,USD,Bakı,Lexus,GS 350,2012,Sedan,Yaş Asfalt,3.5 L / 317 a.g. / Benzin,210 000 km
1680,9441734,30400,AZN,Bakı,Hyundai,Santa Fe,2017,"Offroader / SUV, 5 qapı",Yaş Asfalt,2.0 L / 240 a.g. / Benzin,188 293 km
1681,9489526,13300,AZN,Bakı,Nissan,X-Trail,2005,"Offroader / SUV, 5 qapı",Qara,2.0 L / 150 a.g. / Benzin,230 000 km
1682,9157693,22800,AZN,Bakı,Kia,Optima,2012,Sedan,Ağ,2.0 L / 165 a.g. / Benzin,186 790 km
1683,9479749,10000,AZN,Bakı,Honda,Civic,2008,Sedan,Qara,1.3 L / 95 a.g. / Hibrid,324 094 km
1684,9501379,61000,AZN,Bakı,Toyota,RAV4,2023,"Offroader / SUV, 5 qapı",Yaş Asfalt,2.5 L / 218 a.g. / Hibrid,28 000 km
1685,9513623,15200,AZN,Bakı,Nissan,Note,2016,"Hetçbek, 5 qapı",Qəhvəyi,1.2 L / 98 a.g. / Benzin,30 000 km
1686,9420823,34700,AZN,Şəki,Toyota,Land Cruiser Prado,2010,"Offroader / SUV, 5 qapı",Qara,2.7 L / 163 a.g. / Benzin,165 200 km
1687,9478715,9800,AZN,Bakı,Hyundai,Getz,2006,"Hetçbek, 5 qapı",Gümüşü,1.6 L / 106 a.g. / Benzin,280 000 km
1688,9453483,92300,USD,Bakı,Seres Aito,M9,2024,"Offroader / SUV, 5 qapı",Qara,1.5 L / 496 a.g. / Plug-in Hibrid,0 km
1689,9384587,36900,AZN,Bakı,Toyota,Land Cruiser Prado,2010,"Offroader / SUV, 5 qapı",Ağ,2.7 L / 163 a.g. / Benzin,187 000 km
1690,9421470,45000,AZN,Sumqayıt,Toyota,Land Cruiser Prado,2012,"Offroader / SUV, 5 qapı",Ağ,2.7 L / 163 a.g. / Benzin,160 000 km
1691,9471892,32750,AZN,Bakı,Mercedes,Sprinter 315,2007,Mikroavtobus,Ağ,2.2 L / 150 a.g. / Dizel,322 000 km
1692,8875984,91000,USD,Bakı,BMW,X7,2019,"Offroader / SUV, 5 qapı",Göy,3.0 L / 340 a.g. / Benzin,29 000 km
1693,9505769,17900,AZN,Bakı,Hyundai,Elantra,2013,Sedan,Göy,1.8 L / 150 a.g. / Benzin,169 000 km
1694,9485399,11900,AZN,Şəki,Mitsubishi,Outlander,2004,"Offroader / SUV, 5 qapı",Ağ,2.4 L / 160 a.g. / Benzin,194 000 km
1695,9473923,38500,USD,Bakı,Mercedes,GLC 300 4MATIC,2017,"Offroader / SUV, 5 qapı",Qara,2.0 L / 245 a.g. / Benzin,84 879 km
1696,9506475,26000,USD,Xaçmaz,BMW,530,2017,Sedan,Qara,2.0 L / 249 a.g. / Benzin,174 000 km
1697,9517242,14800,AZN,Bakı,Hyundai,Accent,2012,Sedan,Gümüşü,1.6 L / 128 a.g. / Dizel,212 000 km
1698,9517358,18500,AZN,Bakı,Toyota,Prius,2012,Liftbek,Qırmızı,1.8 L / 98 a.g. / Hibrid,325 087 km
1699,9380009,53000,USD,Bakı,Land Rover,RR Sport,2021,"Offroader / SUV, 5 qapı",Ağ,3.0 L / 292 a.g. / Dizel,75 000 km
1700,9373408,83000,USD,Bakı,Land Rover,Range Rover,2021,"Offroader / SUV, 5 qapı",Qara,3.0 L / 360 a.g. / Benzin,75 000 km
1701,9470705,17800,AZN,Bakı,Mitsubishi,Pajero,2007,"Offroader / SUV, 5 qapı",Qara,3.0 L / 178 a.g. / Benzin,235 000 km
1702,9341320,26000,USD,Bakı,BMW,428,2015,Kabriolet,Ağ,2.0 L / 245 a.g. / Benzin,125 000 km
1703,9453470,89100,USD,Bakı,Seres Aito,M9,2024,"Offroader / SUV, 5 qapı",Qara,1.5 L / 496 a.g. / Plug-in Hibrid,0 km
1704,9499308,30300,AZN,Bakı,Kia,Sorento,2014,"Offroader / SUV, 5 qapı",Yaş Asfalt,2.0 L / 184 a.g. / Dizel,134 500 km
1705,9505687,25900,AZN,Bakı,Honda,Insight,2022,Sedan,Boz,1.5 L / 109 a.g. / Hibrid,50 000 km
1706,9498938,2800,AZN,Bakı,Daewoo,Damas,1998,Furqon,Ağ,0.8 L / 38 a.g. / Benzin,450 000 km
1707,9358795,39500,AZN,Bakı,Toyota,Highlander,2013,"Offroader / SUV, 5 qapı",Qara,3.5 L / 270 a.g. / Benzin,213 000 km
1708,9363958,3200,AZN,Quba,Opel,Astra,1999,"Universal, 5 qapı",Qara,1.6 L / 75 a.g. / Benzin,504 524 km
1709,9517352,12500,AZN,Bakı,Kia,Rio,2009,"Hetçbek, 5 qapı",Tünd qırmızı,1.4 L / 97 a.g. / Benzin,204 000 km
1710,9439981,35500,USD,Bakı,BMW,iX1,2025,"Offroader / SUV, 5 qapı",Göy,313 a.g. / Elektro,0 km
1711,9470496,17200,AZN,Mingəçevir,Hyundai,Accent,2016,Sedan,Ağ,1.6 L / 123 a.g. / Benzin,110 000 km
1712,9426140,22500,AZN,Bakı,Chevrolet,Captiva,2014,"Offroader / SUV, 5 qapı",Qara,2.4 L / 167 a.g. / Benzin,172 209 km
1713,9298273,41900,USD,Bakı,Land Rover,Range Rover,2015,"Offroader / SUV, 5 qapı",Qara,5.0 L / 510 a.g. / Benzin,135 720 km
1714,9516805,4500,AZN,Xudat,LADA (VAZ),2107,2007,Sedan,Yaşıl,1.6 L / 75 a.g. / Benzin,74 250 km
1715,9515975,23500,AZN,Bakı,Hyundai,Santa Fe,2011,"Offroader / SUV, 5 qapı",Ağ,2.4 L / 175 a.g. / Benzin,174 000 km
1716,9517136,6500,AZN,Salyan,GAZ,2705,1999,Mikroavtobus,Göy,2.2 L / 125 a.g. / Benzin,200 000 km
1717,7374499,25500,AZN,Bakı,FAW,Tiger VR,2023,Yük maşını,Bej,2.3 L / 118 a.g. / Dizel,0 km
1718,9189549,27500,AZN,Bakı,Hyundai,Avante,2018,Sedan,Ağ,1.6 L / 132 a.g. / Benzin,110 000 km
1719,9503423,46500,AZN,Bakı,Hyundai,Sonata,2022,Sedan,Ağ,2.0 L / 195 a.g. / Hibrid,40 000 km
1720,9466104,19942,AZN,Bakı,Khazar,LX,2024,Sedan,Ağ,1.7 L / 113 a.g. / Benzin,40 000 km
1721,9390482,44500,USD,Bakı,Lexus,ES 300h,2023,Sedan,Qara,2.5 L / 218 a.g. / Hibrid,22 000 km
1722,9517331,3200,AZN,Quba,LADA (VAZ),2107,1998,Sedan,Ağ,1.6 L / 75 a.g. / Benzin,90 000 km
1723,8988618,109500,USD,Bakı,Land Rover,Defender,2023,"Offroader / SUV, 5 qapı",Boz,2.0 L / 240 a.g. / Dizel,0 km
1724,9508302,9700,AZN,Gəncə,LADA (VAZ),2107,2009,Sedan,Ağ,1.6 L / 75 a.g. / Benzin,50 185 km
1725,9250641,18000,USD,Bakı,Changan,Qiyuan Q05,2024,"Offroader / SUV, 5 qapı",Ağ,1.5 L / 215 a.g. / Plug-in Hibrid,0 km
1726,9508085,12500,AZN,Qəbələ,Ford,Transit,1998,Furqon,Ağ,2.4 L / 76 a.g. / Dizel,215 467 km
1727,9502937,22500,AZN,Bakı,Toyota,Corolla Fielder,2019,"Universal, 5 qapı",Ağ,1.5 L / 74 a.g. / Hibrid,113 000 km
1728,9484795,30000,AZN,Bakı,Hyundai,Santa Fe,2016,"Offroader / SUV, 5 qapı",Qara,2.0 L / 240 a.g. / Benzin,151 278 km
1729,9492007,21800,AZN,Bakı,Kia,Rio,2018,Sedan,Ağ,1.6 L / 123 a.g. / Benzin,29 300 km
1730,9477076,21000,AZN,Bakı,Hyundai,Sonata,2012,Sedan,Ağ,2.0 L / 274 a.g. / Benzin,135 000 km
1731,9487992,21800,AZN,Bakı,Mercedes,Vito 115,2006,Minivan,Gümüşü,2.2 L / 150 a.g. / Dizel,440 000 km
1732,9516837,11000,AZN,Goranboy,Mercedes,C 200,1997,Sedan,Yaş Asfalt,2.0 L / 136 a.g. / Benzin,300 000 km
1733,9499274,17500,AZN,Bakı,Mercedes,C 180,2008,Sedan,Ağ,1.8 L / 156 a.g. / Benzin,320 000 km
1734,9442604,29800,USD,Bakı,Porsche,Macan,2017,"Offroader / SUV, 5 qapı",Göy,2.0 L / 252 a.g. / Benzin,106 000 km
1735,9458864,13700,AZN,Bakı,Ford,Fusion (North America),2019,Sedan,Yaş Asfalt,1.5 L / 184 a.g. / Benzin,82 384 km
1736,9266139,23000,AZN,Bakı,Chevrolet,Malibu,2018,Sedan,Qara,1.5 L / 160 a.g. / Benzin,146 496 km
1737,9515166,34500,AZN,Bakı,Changan,Uni-Z,2025,"Offroader / SUV, 5 qapı",Ağ,1.5 L / 215 a.g. / Plug-in Hibrid,0 km
1738,9510687,19900,AZN,Bakı,Hyundai,Sonata,2008,Sedan,Qara,2.0 L / 165 a.g. / Benzin,140 000 km
1739,9479998,35000,USD,Bakı,Audi,Q7,2017,"Offroader / SUV, 5 qapı",Boz,2.0 L / 252 a.g. / Benzin,68 721 km
1740,9482176,10900,AZN,Göyçay,Chevrolet,Cruze,2012,Sedan,Ağ,1.4 L / 140 a.g. / Benzin,253 012 km
1741,9498567,6900,AZN,Sumqayıt,Opel,Corsa,2006,"Hetçbek, 5 qapı",Gümüşü,1.3 L / 70 a.g. / Dizel,304 000 km
1742,9484261,26300,AZN,Bakı,Toyota,Land Cruiser Prado,2005,"Offroader / SUV, 5 qapı",Qara,4.0 L / 249 a.g. / Benzin,230 000 km
1743,9516607,8600,AZN,Bakı,Mercedes,C 240,1999,Sedan,Qırmızı,2.4 L / 170 a.g. / Benzin,263 488 km
1744,9516712,17800,AZN,Bakı,Hyundai,Sonata,2010,Sedan,Ağ,2.4 L / 178 a.g. / Benzin,285 000 km
1745,9376788,27300,AZN,Bakı,BYD,Seal 06,2024,Sedan,Ağ,1.5 L / 290 a.g. / Plug-in Hibrid,0 km
1746,9516804,25500,AZN,Bakı,Nissan,Pathfinder,2013,"Offroader / SUV, 5 qapı",Ağ,3.5 L / 260 a.g. / Benzin,105 000 km
1747,9489557,30800,AZN,Bakı,Hyundai,Santa Fe,2016,"Offroader / SUV, 5 qapı",Yaş Asfalt,2.0 L / 186 a.g. / Dizel,235 000 km
1748,8803285,36500,USD,Bakı,Toyota,Camry,2025,Sedan,Qara,2.0 L / 197 a.g. / Hibrid,0 km
1749,8947865,31500,USD,Bakı,Jeep,Wrangler,2020,"Offroader / SUV, 5 qapı",Göy,2.0 L / 272 a.g. / Benzin,122 000 km
1750,9389691,31500,AZN,Bakı,Hyundai,Santa Fe,2016,"Offroader / SUV, 5 qapı",Qara,2.0 L / 265 a.g. / Benzin,79 500 km
1751,9514540,28800,AZN,Bakı,Changan,Uni-V iDD,2023,Liftbek,Yaş Asfalt,1.5 L / 188 a.g. / Benzin,28 700 km
1752,9494033,11000,AZN,Bakı,Volkswagen,Passat,2008,Sedan,Gümüşü,2.0 L / 200 a.g. / Benzin,289 653 km
1753,9516993,26500,AZN,Şamaxı,Hyundai,Elantra,2015,Sedan,Yaş Asfalt,2.0 L / 150 a.g. / Benzin,120 701 km
1754,9464899,11590,USD,Bakı,BYD,Qin Plus,2025,Sedan,Ağ,1.5 L / 290 a.g. / Plug-in Hibrid,0 km
1755,9475282,15000,AZN,Bakı,Nissan,Note,2020,"Hetçbek, 5 qapı",Ağ,1.2 L / 80 a.g. / Hibrid,120 000 km
1756,9516809,10500,AZN,Bakı,Hyundai,Matrix,2007,Kompakt-Van,Ağ,1.6 L / 103 a.g. / Benzin,212 000 km
1757,9516764,5200,AZN,Bakı,Nissan,Teana,2006,Sedan,Gümüşü,2.4 L / 173 a.g. / Benzin,289 933 km
1758,9234072,34900,USD,Bakı,Toyota,C-HR,2024,"Offroader / SUV, 5 qapı",Ağ,2.0 L / 197 a.g. / Hibrid,0 km
1759,9490685,30300,AZN,Bakı,Kia,K7,2016,Sedan,Qara,2.2 L / 202 a.g. / Dizel,118 000 km
1760,9263659,29900,AZN,Bakı,BMW,528,2014,Sedan,Ağ,2.0 L / 245 a.g. / Benzin,197 000 km
1761,9397088,45000,USD,Bakı,Lexus,LX 570,2014,"Offroader / SUV, 5 qapı",Qara,5.7 L / 383 a.g. / Benzin,165 000 km
1762,9515110,33800,AZN,Bakı,Changan,CS 95,2021,"Offroader / SUV, 5 qapı",Qara,2.0 L / 233 a.g. / Benzin,78 000 km
1763,9502945,1600,AZN,Ağdam,LADA (VAZ),2107,1991,Sedan,Bej,1.6 L / 75 a.g. / Benzin,33 333 km
1764,9483963,21000,AZN,Bakı,Hyundai,Elantra,2016,Sedan,Qırmızı,2.0 L / 150 a.g. / Benzin,97 000 km
1765,9517167,4000,AZN,Xudat,LADA (VAZ),2107,2007,Sedan,Ağ,1.6 L / 75 a.g. / Benzin,53 200 km
1766,9038753,32800,AZN,Bakı,BYD,Qin L,2024,Sedan,Yaş Asfalt,1.5 L / 319 a.g. / Plug-in Hibrid,0 km
1767,9274932,10900,AZN,Bakı,Hyundai,Sonata,2006,Sedan,Qara,2.4 L / 161 a.g. / Benzin,307 000 km
1768,9436819,32900,AZN,Bakı,Kia,Sorento,2015,"Offroader / SUV, 5 qapı",Qara,2.0 L / 184 a.g. / Dizel,233 833 km
1769,9496085,42000,AZN,Bakı,Kia,Sorento,2016,"Offroader / SUV, 5 qapı",Qara,2.2 L / 200 a.g. / Dizel,183 000 km
1770,9506645,9900,AZN,Bakı,Hyundai,Sonata,2006,Sedan,Ağ,3.3 L / 233 a.g. / Benzin,204 500 km
1771,9451517,13500,AZN,Bakı,Chevrolet,Aveo,2014,"Hetçbek, 5 qapı",Qara,1.4 L / 100 a.g. / Benzin,155 000 km
1772,9511395,82000,AZN,Ağdaş,HOWO,Sinotruk,2023,Yük maşını,Ağ,10 L / 380 a.g. / Dizel,300 km
1773,9508915,14400,AZN,Bakı,Lexus,GS 300,2008,Sedan,Ağ,3.0 L / 249 a.g. / Benzin,243 648 km
1774,9498112,23800,AZN,Bakı,Kia,Optima,2017,Sedan,Qara,2.0 L / 245 a.g. / Benzin,189 000 km
1775,9516936,19500,AZN,Sumqayıt,BMW,X5,2005,"Offroader / SUV, 5 qapı",Yaş Asfalt,3.0 L / 231 a.g. / Benzin,340 000 km
1776,9391895,47000,AZN,Bakı,Hyundai,Sonata N Line,2020,Sedan,Boz,2.5 L / 290 a.g. / Benzin,96 000 km
1777,9498600,23700,USD,Bakı,Land Rover,Discovery,2015,"Offroader / SUV, 5 qapı",Qara,3.0 L / 249 a.g. / Dizel,194 000 km
1778,9515328,40000,USD,Bakı,Mercedes,Viano,2017,Minivan,Qara,2.2 L / 163 a.g. / Dizel,195 000 km
1779,9515065,31600,AZN,Bakı,BYD,Seal 05,2025,Sedan,Ağ,1.5 L / 163 a.g. / Plug-in Hibrid,0 km
1780,9359888,24000,AZN,Bakı,BYD,Qin Plus,2025,Sedan,Ağ,1.5 L / 290 a.g. / Plug-in Hibrid,0 km
1781,9516706,5300,AZN,Kürdəmir,Mercedes,190,1990,Sedan,Qızılı,2.0 L / 72 a.g. / Dizel,90 000 km
1782,9476476,20100,USD,Bakı,Changan,Deepal L07,2025,Liftbek,Yaş Asfalt,1.5 L / 258 a.g. / Plug-in Hibrid,0 km
1783,9504568,25400,AZN,Bakı,Hyundai,Elantra,2020,Sedan,Ağ,2.0 L / 150 a.g. / Benzin,71 000 km
1784,9267858,13900,AZN,Sumqayıt,Nissan,Note,2014,"Hetçbek, 5 qapı",Bənövşəyi,1.2 L / 98 a.g. / Benzin,90 018 km
1785,9490634,37000,AZN,Bakı,Hyundai,Sonata,2023,Sedan,Yaş Asfalt,2.0 L / 195 a.g. / Hibrid,45 700 km
1786,9441654,21000,AZN,Bakı,KamAz,55111,1986,Yük maşını,Boz,11 L / 191 a.g. / Dizel,200 000 km
1787,9512972,27500,AZN,Bakı,BMW,528,2012,Sedan,Qara,2.0 L / 245 a.g. / Benzin,153 000 km
1788,9516682,15300,AZN,Şəki,Kia,Rio,2013,Sedan,Ağ,1.6 L / 123 a.g. / Benzin,230 000 km
1789,9485487,22800,AZN,Bakı,Chevrolet,Equinox,2018,"Offroader / SUV, 5 qapı",Ağ,1.5 L / 170 a.g. / Benzin,79 000 km
1790,9485160,24900,USD,Bakı,Kia,K5,2022,Sedan,Boz,1.6 L / 180 a.g. / Benzin,66 000 km
1791,9273708,38500,AZN,Bakı,Kia,Sorento,2018,"Offroader / SUV, 5 qapı",Yaş Asfalt,2.0 L / 184 a.g. / Dizel,130 616 km
1792,9320497,8800,AZN,Bakı,Mercedes,C 200,1997,Sedan,Yaşıl,2.0 L / 136 a.g. / Benzin,322 222 km
1793,9431611,34700,AZN,Bakı,Kia,Sorento,2016,"Offroader / SUV, 5 qapı",Qara,2.0 L / 184 a.g. / Dizel,250 000 km
1794,9516848,8000,AZN,Lənkəran,Mercedes,E 220 d,1992,Sedan,Gümüşü,2.2 L / 125 a.g. / Dizel,199 559 km
1795,9517366,24500,AZN,Bakı,Chevrolet,Malibu,2017,Sedan,Qara,1.5 L / 160 a.g. / Benzin,170 000 km
1796,9342025,30800,AZN,Bakı,Kia,K3,2024,Sedan,Ağ,1.5 L / 115 a.g. / Benzin,0 km
1797,8979422,199900,USD,Bakı,Land Rover,Range Rover,2022,"Offroader / SUV, 5 qapı",Qara,4.4 L / 530 a.g. / Benzin,12 000 km
1798,9517009,17000,AZN,Bakı,Mitsubishi,Pajero,2008,"Offroader / SUV, 5 qapı",Qara,3.0 L / 178 a.g. / Benzin,170 000 km
1799,9486867,26500,USD,Bakı,Toyota,Camry,2019,Sedan,Ağ,2.5 L / 200 a.g. / Benzin,170 000 km
1800,9324833,10600,AZN,Bakı,Chevrolet,Cruze,2013,Sedan,Ağ,1.4 L / 140 a.g. / Benzin,200 865 km
1801,9311003,10900,AZN,Bakı,Mercedes,E 300 d,1991,Sedan,Yaş Asfalt,3.0 L / 113 a.g. / Dizel,344 000 km
1802,9509713,28500,USD,Bakı,Land Rover,Discovery,2015,"Offroader / SUV, 5 qapı",Qara,3.0 L / 340 a.g. / Benzin,216 000 km
1803,9470889,25900,AZN,Bakı,Kia,Sorento,2011,"Offroader / SUV, 5 qapı",Boz,2.0 L / 184 a.g. / Dizel,238 000 km
1804,9244402,25000,AZN,Bakı,Chevrolet,Volt,2017,Liftbek,Ağ,1.5 L / 101 a.g. / Plug-in Hibrid,127 000 km
1805,8995884,14000,AZN,Bakı,Kia,Sorento,2008,"Offroader / SUV, 5 qapı",Qara,3.8 L / 262 a.g. / Benzin,298 524 km
1806,9414130,22500,AZN,Bakı,Chevrolet,Malibu,2020,Sedan,Qara,1.5 L / 160 a.g. / Benzin,82 000 km
1807,9290240,15000,USD,Bakı,Mazda,6,2013,Sedan,Boz,2.5 L / 192 a.g. / Benzin,118 000 km
1808,9383117,46500,USD,Bakı,Land Rover,Range Rover,2013,"Offroader / SUV, 5 qapı",Ağ,5.0 L / 510 a.g. / Benzin,118 000 km
1809,9516922,14900,AZN,Bakı,Audi,A3,2014,Sedan,Ağ,1.8 L / 180 a.g. / Benzin,168 950 km
1810,9509650,140000,USD,Bakı,Bentley,Mulsanne,2013,Sedan,Göy,6.8 L / 537 a.g. / Benzin,43 000 km
1811,9434531,34500,USD,Bakı,Land Rover,Discovery,2019,"Offroader / SUV, 5 qapı",Yaş Asfalt,3.0 L / 340 a.g. / Benzin,93 000 km
1812,9461595,19600,AZN,Bakı,Ford,Fusion (North America),2015,Sedan,Qara,1.5 L / 181 a.g. / Benzin,120 000 km
1813,9460791,13000,AZN,Bakı,Opel,Corsa,2017,"Hetçbek, 5 qapı",Ağ,1.4 L / 100 a.g. / Benzin,195 000 km
1814,8865818,61900,USD,Bakı,Lexus,ES 300h,2023,Sedan,Boz,2.5 L / 214 a.g. / Hibrid,700 km
1815,9516532,18000,AZN,Bakı,Mercedes,GL 550,2008,"Offroader / SUV, 5 qapı",Qara,5.5 L / 382 a.g. / Benzin,280 000 km
1816,9504252,9200,AZN,Şəki,Opel,Astra,2001,"Hetçbek, 5 qapı",Gümüşü,1.6 L / 75 a.g. / Benzin,236 476 km
1817,9268684,36800,AZN,Bakı,Kia,Sorento,2015,"Offroader / SUV, 5 qapı",Qara,2.0 L / 184 a.g. / Dizel,177 000 km
1818,9468459,68000,USD,Bakı,Land Rover,Range Rover,2015,"Offroader / SUV, 5 qapı",Qara,5.0 L / 550 a.g. / Benzin,49 000 km
1819,9502269,38700,AZN,Bakı,Toyota,Land Cruiser Prado,2013,"Offroader / SUV, 5 qapı",Qara,2.7 L / 163 a.g. / Benzin,220 000 km
