,item_id,amount,currency,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş
0,9484384,17500,AZN,Bakı,Hyundai,Sonata,2010,Sedan,Gümüşü,2.4 L / 178 a.g. / Benzin,222 000 km
1,9510860,27300,AZN,Bakı,Toyota,Corolla,2021,Sedan,Qara,1.6 L / 122 a.g. / Benzin,73 000 km
2,9351100,32123,AZN,Bakı,Toyota,Corolla,2024,Sedan,Ağ,1.8 L / 98 a.g. / Hibrid,0 km
3,9484758,17500,AZN,Qazax,Chevrolet,Trax,2018,"Offroader / SUV, 5 qapı",Qara,1.4 L / 138 a.g. / Benzin,205 000 km
4,9441324,24900,AZN,Bakı,Ford,Fusion (North America),2016,Sedan,Ağ,2.0 L / 240 a.g. / Plug-in Hibrid,169 000 km
5,9052983,40500,AZN,Bakı,Mercedes,E 220 d,2014,Sedan,Qara,2.2 L / 170 a.g. / Dizel,156 000 km
6,9516909,8300,AZN,Şirvan,GAZ,31105,2004,Sedan,Yaş Asfalt,2.4 L / 131 a.g. / Benzin,220 000 km
7,9024938,35990,AZN,Bakı,Toyota,Corolla Cross,2025,"Offroader / SUV, 5 qapı",Ağ,2.0 L / 196 a.g. / Hibrid,0 km
8,9517111,5200,AZN,Bakı,Mercedes,190,1991,Sedan,Qəhvəyi,1.8 L / 109 a.g. / Benzin,198 550 km
9,9512660,48900,AZN,Bakı,Toyota,Camry,2021,Sedan,Qara,2.5 L / 200 a.g. / Benzin,128 000 km
10,9459764,55000,USD,Bakı,Mercedes,GLC 200 4MATIC+ Coupe,2022,SUV Kupe,Qara,2.0 L / 197 a.g. / Benzin,20 000 km
11,9502331,25800,AZN,Bakı,Ford,Transit,2006,Furqon,Ağ,2.2 L / 125 a.g. / Dizel,372 000 km
12,9470251,25000,AZN,Bakı,Hyundai,Elantra,2019,Sedan,Yaş Asfalt,2.0 L / 150 a.g. / Benzin,107 500 km
13,9506084,22900,USD,Bakı,Audi,A4,2016,Sedan,Göy,2.0 L / 249 a.g. / Benzin,115 000 km
14,9326269,82000,AZN,Bakı,Mercedes,GLE 43 AMG 4MATIC Coupe,2018,SUV Kupe,Yaş Asfalt,3.0 L / 390 a.g. / Benzin,77 000 km
15,9450103,10400,AZN,Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L / 193 a.g. / Benzin,258 000 km
16,9418318,21900,USD,Bakı,Ford,Mustang,2019,Kabriolet,Qara,2.3 L / 317 a.g. / Benzin,63 125 km
17,9506200,8100,AZN,Bakı,Opel,Astra,2006,"Hetçbek, 5 qapı",Göy,1.3 L / 90 a.g. / Dizel,222 220 km
18,9490424,10900,AZN,Şəmkir,Mercedes,E 240,1997,Sedan,Gümüşü,2.4 L / 170 a.g. / Benzin,700 000 km
19,9349674,23300,AZN,Bakı,BYD,Seal 05,2025,Sedan,Ağ,1.5 L / 290 a.g. / Plug-in Hibrid,0 km
20,9485843,20300,USD,Bakı,Toyota,Corolla Cross,2025,"Offroader / SUV, 5 qapı",Ağ,2.0 L / 197 a.g. / Hibrid,0 km
21,9515437,16000,AZN,Bakı,Honda,City,2014,Sedan,Qara,1.5 L / 117 a.g. / Benzin,130 000 km
22,9508341,30900,AZN,Sumqayıt,Changan,Qiyuan Q05,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,1.5 L / 215 a.g. / Plug-in Hibrid,0 km
23,9508832,8700,AZN,Gəncə,Renault,Megane,2006,"Universal, 5 qapı",Ağ,1.5 L / 110 a.g. / Dizel,350 000 km
24,9481327,34500,AZN,Bakı,Kia,Sorento,2015,"Offroader / SUV, 5 qapı",Boz,2.0 L / 240 a.g. / Benzin,117 000 km
25,9107332,20900,AZN,Bakı,BMW,i3,2016,"Hetçbek, 5 qapı",Yaş Asfalt,170 a.g. / Elektro,149 532 km
26,9517017,6500,AZN,Salyan,Mercedes,E 200 d,2020,Sedan,Qara,2.0 L / 150 a.g. / Dizel,221 696 km
27,9392398,39500,AZN,Bakı,Ford,Transit,2008,Furqon,Ağ,2.4 L / 140 a.g. / Dizel,183 900 km
28,9365914,24900,USD,Bakı,Changan,Qiyuan A07,2024,Liftbek,Çəhrayı,1.5 L / 218 a.g. / Plug-in Hibrid,3 650 km
29,9446359,28300,AZN,Bakı,BMW,328,2015,Sedan,Qara,2.0 L / 245 a.g. / Benzin,170 000 km
30,9516876,20500,AZN,Bakı,Mazda,6,2013,Sedan,Yaş Asfalt,2.5 L / 192 a.g. / Benzin,250 000 km
31,9210688,8300,AZN,Bakı,Opel,Astra,2005,"Hetçbek, 5 qapı",Gümüşü,1.3 L / 90 a.g. / Dizel,330 000 km
32,9517211,19000,AZN,Bakı,Chevrolet,Lacetti,2022,Sedan,Yaş Asfalt,1.5 L / 106 a.g. / Benzin,83 450 km
33,9441712,23000,AZN,Bakı,Hyundai,Elantra,2018,Sedan,Ağ,2.0 L / 150 a.g. / Benzin,127 867 km
34,9507062,26800,AZN,Bakı,Toyota,Camry,2011,Sedan,Ağ,2.5 L / 181 a.g. / Benzin,214 000 km
35,9516793,9500,AZN,Bakı,Peugeot,308,2008,"Hetçbek, 5 qapı",Boz,1.6 L / 140 a.g. / Benzin,120 000 km
36,9508663,15900,AZN,Bakı,Chevrolet,Cruze,2017,Sedan,Qara,1.4 L / 153 a.g. / Benzin,160 000 km
37,9516714,13300,AZN,Gəncə,Kia,Ceed SW,2009,"Universal, 5 qapı",Qara,1.4 L / 109 a.g. / Benzin,197 790 km
38,9349030,38900,USD,Bakı,Lexus,NX 200,2022,"Offroader / SUV, 5 qapı",Qara,2.0 L / 150 a.g. / Benzin,24 612 km
39,9004341,39000,USD,Bakı,Xiaomi,SU7,2024,Sedan,Mavi,299 a.g. / Elektro,0 km
40,9468488,32000,AZN,Bakı,Volkswagen,Touareg,2013,"Offroader / SUV, 5 qapı",Qara,3.6 L / 280 a.g. / Benzin,132 000 km
41,9495147,11900,AZN,Şəmkir,Nissan,Sunny,2007,Sedan,Gümüşü,1.6 L / 107 a.g. / Benzin,302 000 km
42,9510148,16900,AZN,Bakı,Ford,Fusion (North America),2018,Sedan,Göy,1.5 L / 184 a.g. / Benzin,110 000 km
43,9513197,22000,AZN,Bakı,Toyota,Corolla,2018,Sedan,Ağ,1.8 L / 98 a.g. / Hibrid,46 000 km
44,9452514,23900,AZN,Bakı,Mercedes,C 250,2011,Sedan,Qara,1.8 L / 204 a.g. / Benzin,138 000 km
45,9454917,19500,AZN,Bakı,Hyundai,Accent,2016,Sedan,Ağ,1.6 L / 128 a.g. / Dizel,106 000 km
46,9514828,41500,USD,Bakı,Mercedes,E 250,2018,Sedan,Ağ,2.0 L / 211 a.g. / Benzin,41 900 km
47,9422646,34600,AZN,Bakı,Kia,Sorento,2015,"Offroader / SUV, 5 qapı",Yaş Asfalt,2.0 L / 184 a.g. / Dizel,180 000 km
48,9283585,27700,USD,Bakı,Mercedes,E 300,2017,Sedan,Yaş Asfalt,2.0 L / 245 a.g. / Benzin,104 800 km
49,9465227,3300,AZN,Bakı,Opel,Vectra,1997,Sedan,Yaşıl,1.6 L / 100 a.g. / Benzin,444 111 km
50,9492847,57000,USD,Bakı,Land Rover,Range Rover,2020,"Offroader / SUV, 5 qapı",Qara,3.0 L / 275 a.g. / Dizel,87 000 km
51,9317187,53000,USD,Bakı,Ford,F-150,2021,"Pikap, ikiqat kabin",Yaş Asfalt,2.7 L / 325 a.g. / Benzin,44 000 km
52,9516785,13900,AZN,Gəncə,Chevrolet,Cruze,2014,Sedan,Qızılı,1.4 L / 140 a.g. / Benzin,251 058 km
53,9159254,21900,AZN,Bakı,Hyundai,Avante,2015,Sedan,Boz,1.6 L / 136 a.g. / Dizel,181 000 km
54,9504834,5000,AZN,Cəlilabad,LADA (VAZ),2107,2010,Sedan,Qara,1.6 L / 75 a.g. / Benzin,77 000 km
55,9491660,15500,AZN,Bakı,Nissan,Note,2015,"Hetçbek, 5 qapı",Tünd qırmızı,1.2 L / 98 a.g. / Benzin,32 800 km
56,9410280,21700,AZN,Bakı,Opel,Astra,2018,"Universal, 5 qapı",Mavi,1.6 L / 136 a.g. / Dizel,197 220 km
57,9517171,20000,AZN,Bakı,Hyundai,Sonata,2010,Sedan,Qara,2.4 L / 174 a.g. / Benzin,220 000 km
58,9463209,17000,AZN,Bakı,Nissan,Note,2015,"Hetçbek, 5 qapı",Yaş Asfalt,1.2 L / 98 a.g. / Benzin,850 000 km
59,9517318,10000,AZN,Gəncə,Opel,Astra,2004,"Universal, 5 qapı",Göy,1.4 L / 90 a.g. / Benzin,255 000 km
60,9500569,7800,AZN,Bakı,BMW,320,1996,Sedan,Qara,2.0 L / 150 a.g. / Benzin,582 000 km
61,9487048,59777,USD,Bakı,Mercedes,S 450,2018,Sedan,Qara,3.0 L / 367 a.g. / Benzin,54 000 km
62,9439576,35000,AZN,Bakı,Kia,Sorento,2017,"Offroader / SUV, 5 qapı",Gümüşü,2.0 L / 184 a.g. / Dizel,180 000 km
63,9491824,29900,AZN,Bakı,Hyundai,Elantra,2022,Sedan,Qara,1.6 L / 128 a.g. / Benzin,50 000 km
64,9360799,112000,USD,Bakı,Lexus,LX 500d,2022,"Offroader / SUV, 5 qapı",Qara,3.3 L / 299 a.g. / Dizel,69 209 km
65,9475370,15800,AZN,Xırdalan,Mercedes,E 240,1999,Sedan,Göy,2.4 L / 170 a.g. / Benzin,248 000 km
66,9486975,16500,USD,Bakı,BMW,528,2016,Sedan,Qara,2.0 L / 245 a.g. / Benzin,152 888 km
67,9508512,22300,USD,Bakı,Harley-Davidson,FLHX Street Glide,2023,Motosiklet,Mavi,1800 sm3/ 87 a.g. / Benzin,13 500 km
68,9434311,36500,AZN,Bakı,BMW,X3,2015,"Offroader / SUV, 5 qapı",Yaş Asfalt,2.0 L / 245 a.g. / Benzin,198 000 km
69,9342169,27000,USD,Bakı,BMW,428,2015,Kabriolet,Yaş Asfalt,2.0 L / 245 a.g. / Benzin,155 000 km
70,9483275,10777,AZN,Bakı,Kia,Rio,2007,"Hetçbek, 5 qapı",Göy,1.5 L / 110 a.g. / Dizel,276 800 km
71,9336764,19500,AZN,Bakı,Chevrolet,Trax,2019,"Offroader / SUV, 5 qapı",Qırmızı,1.4 L / 140 a.g. / Benzin,83 000 km
72,9517337,10200,AZN,Balakən,BMW,535,2000,Sedan,Qara,3.5 L / 245 a.g. / Benzin,370 000 km
73,9514809,39900,USD,Xırdalan,Land Rover,Range Rover,2017,"Offroader / SUV, 5 qapı",Ağ,3.0 L / 340 a.g. / Benzin,220 000 km
74,8599063,84800,USD,Bakı,Toyota,Land Cruiser Prado,2024,"Offroader / SUV, 5 qapı",Qızılı,2.8 L / 204 a.g. / Dizel,0 km
75,9517186,3600,AZN,Beyləqan,LADA (VAZ),2107,2004,Sedan,Tünd qırmızı,1.6 L / 75 a.g. / Benzin,54 196 km
76,9458855,7900,AZN,Qazax,LADA (VAZ),Niva,2009,"Offroader / SUV, 3 qapı",Ağ,1.7 L / 80 a.g. / Benzin,240 369 km
77,9517068,22500,USD,Bakı,Mercedes,C 300,2018,Sedan,Qara,2.0 L / 245 a.g. / Benzin,60 000 km
78,9055786,49800,USD,Bakı,Mercedes,EQC 400 4MATIC,2022,"Offroader / SUV, 5 qapı",Yaş Asfalt,408 a.g. / Elektro,14 000 km
79,9516869,10600,AZN,Bakı,Kia,Ceed,2008,"Hetçbek, 5 qapı",Qara,1.4 L / 109 a.g. / Benzin,287 612 km
80,9433361,24800,AZN,Bakı,Ford,Fusion (North America),2018,Sedan,Tünd qırmızı,2.0 L / 249 a.g. / Benzin,73 500 km
81,9488112,23900,AZN,Bakı,Kia,Sportage,2014,"Offroader / SUV, 5 qapı",Ağ,2.0 L / 184 a.g. / Dizel,183 000 km
82,8982851,28500,USD,Bakı,BMW,330,2020,Sedan,Ağ,2.0 L / 249 a.g. / Benzin,85 000 km
83,9452402,18500,AZN,Bakı,Hyundai,Santa Fe,2007,"Offroader / SUV, 5 qapı",Qara,2.2 L / 172 a.g. / Dizel,270 000 km
84,9412171,24500,AZN,Gəncə,BMW,328,2014,Sedan,Ağ,2.0 L / 245 a.g. / Benzin,186 000 km
85,9511852,51000,USD,Bakı,Mercedes,GLE 350,2021,"Offroader / SUV, 5 qapı",Qara,2.0 L / 258 a.g. / Benzin,119 300 km
86,9517022,19800,AZN,Bakı,Hyundai,Elantra,2015,Sedan,Qara,1.8 L / 150 a.g. / Benzin,145 717 km
87,8931169,18990,USD,Bakı,BYD,Song Plus DM-İ,2025,"Offroader / SUV, 5 qapı",Mavi,1.5 L / 218 a.g. / Plug-in Hibrid,0 km
88,9228982,21500,USD,Bakı,Toyota,Corolla Cross,2025,"Offroader / SUV, 5 qapı",Ağ,2.0 L / 197 a.g. / Hibrid,0 km
89,9517043,12500,AZN,Şəki,Opel,Astra,2008,"Hetçbek, 5 qapı",Qara,1.8 L / 140 a.g. / Benzin,168 942 km
90,9114673,33500,AZN,Bakı,Hyundai,i20,2024,"Hetçbek, 5 qapı",Qırmızı,1.4 L / 100 a.g. / Benzin,0 km
91,9497936,23000,AZN,Gəncə,Hyundai,Accent,2022,Sedan,Qara,1.6 L / 130 a.g. / Benzin,36 400 km
92,9434695,31500,AZN,Bakı,Honda,Insight,2020,Sedan,Gümüşü,1.5 L / 109 a.g. / Hibrid,128 000 km
93,9430227,11500,AZN,Masallı,Opel,Astra,2007,"Hetçbek, 5 qapı",Göy,1.4 L / 90 a.g. / Benzin,288 400 km
94,9419717,37000,USD,Bakı,Mercedes,S 350 d,2017,Sedan,Yaş Asfalt,3.0 L / 249 a.g. / Dizel,170 000 km
95,9516616,9800,AZN,İmişli,GAZ,33021,1998,Yük maşını,Boz,2.5 L / 131 a.g. / Dizel,226 000 km
96,9361174,24900,AZN,Bakı,Hyundai,Elantra,2018,Sedan,Gümüşü,1.6 L / 204 a.g. / Benzin,65 178 km
97,9456679,8500,AZN,Bakı,Toyota,Prius,2007,Liftbek,Açıq yaşıl,1.5 L / 76 a.g. / Hibrid,258 000 km
98,9512504,26500,AZN,Quba,Mercedes,S 500,2007,Sedan,Qara,5.5 L / 388 a.g. / Benzin,260 000 km
99,9470977,20900,AZN,Bakı,Toyota,Aqua,2019,"Hetçbek, 5 qapı",Ağ,1.5 L / 74 a.g. / Hibrid,5 737 km
100,9109456,33500,USD,Bakı,Land Rover,RR Evoque,2020,"Offroader / SUV, 5 qapı",Qara,2.0 L / 180 a.g. / Dizel,72 500 km
101,8905145,35900,USD,Bakı,Mitsubishi,L200,2024,"Pikap, ikiqat kabin",Boz,2.4 L / 147 a.g. / Dizel,0 km
102,7772094,18900,AZN,Bakı,Isuzu,NKR 55 E,2008,Yük maşını,Ağ,3.3 L / 196 a.g. / Dizel,255 000 km
103,9466423,16500,USD,Bakı,Changan,CS 55 Plus,2025,"Offroader / SUV, 5 qapı",Ağ,1.5 L / 235 a.g. / Plug-in Hibrid,0 km
104,9304529,21900,AZN,Sumqayıt,Mercedes,ML 350 4MATIC,2009,"Offroader / SUV, 5 qapı",Ağ,3.5 L / 272 a.g. / Benzin,130 000 km
105,9281769,31800,AZN,Bakı,Changan,Qiyuan Q05,2025,"Offroader / SUV, 5 qapı",Ağ,1.5 L / 215 a.g. / Plug-in Hibrid,0 km
106,9362648,26000,AZN,Bakı,Land Rover,Range Rover,2007,"Offroader / SUV, 5 qapı",Qara,4.2 L / 396 a.g. / Benzin,228 000 km
107,9498096,15900,AZN,Bakı,Hyundai,Santa Fe,2006,"Offroader / SUV, 5 qapı",Qara,2.7 L / 189 a.g. / Benzin,253 000 km
108,9517067,5400,AZN,Ağsu,Opel,Vectra,1995,Sedan,Açıq yaşıl,1.8 L / 90 a.g. / Benzin,368 546 km
109,8850218,46300,AZN,Bakı,JETOUR,X70C-DM,2025,"Offroader / SUV, 5 qapı",Qara,1.5 L / 271 a.g. / Plug-in Hibrid,0 km
110,9478077,16100,AZN,Bakı,Volkswagen,Polo,2019,Sedan,Ağ,1.6 L / 110 a.g. / Benzin,275 390 km
111,9516874,5500,AZN,Ağstafa,LADA (VAZ),21011,1985,Sedan,Qızılı,1.3 L / 65 a.g. / Benzin,73 750 km
112,9239973,17500,AZN,Bakı,Kia,Cadenza,2010,Sedan,Ağ,3.5 L / 290 a.g. / Benzin,234 000 km
113,9517074,8500,AZN,İsmayıllı,Mercedes,C 180,1996,Sedan,Gümüşü,1.8 L / 122 a.g. / Benzin,200 000 km
114,9477059,18900,AZN,Bakı,Hyundai,Avante,2015,Sedan,Gümüşü,1.6 L / 115 a.g. / Dizel,196 000 km
115,9517149,23500,AZN,Bakı,Kia,Forte,2020,Sedan,Yaş Asfalt,2.0 L / 150 a.g. / Benzin,138 600 km
116,9494616,25000,AZN,Bakı,Infiniti,FX35,2012,"Offroader / SUV, 5 qapı",Yaş Asfalt,3.5 L / 307 a.g. / Benzin,220 419 km
117,9510727,34400,AZN,Bakı,BMW,330,2016,Sedan,Qara,2.0 L / 249 a.g. / Benzin,170 000 km
118,9434228,21900,USD,Bakı,Changan,Uni-Z,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,1.5 L / 215 a.g. / Plug-in Hibrid,0 km
119,9516633,11500,AZN,Bakı,BMW,745,2004,Sedan,Qara,4.4 L / 333 a.g. / Benzin,325 000 km
120,9031341,23900,AZN,Sumqayıt,Hyundai,Elantra,2015,Sedan,Yaş Asfalt,1.8 L / 150 a.g. / Benzin,106 000 km
121,9482184,15500,AZN,Bakı,Chevrolet,Spark,2023,"Hetçbek, 5 qapı",Yaş Asfalt,1.3 L / 85 a.g. / Benzin,44 000 km
122,9455440,34900,USD,Bakı,Lexus,ES 300h,2021,Sedan,Qara,2.5 L / 178 a.g. / Hibrid,55 000 km
123,9154739,34900,AZN,Bakı,Hyundai,Sonata,2020,Sedan,Yaş Asfalt,1.6 L / 180 a.g. / Benzin,43 000 km
124,9417842,33900,USD,Bakı,Toyota,RAV4,2021,"Offroader / SUV, 5 qapı",Qara,2.5 L / 218 a.g. / Hibrid,90 000 km
125,9516699,22000,AZN,Bakı,Mazda,6,2013,Sedan,Yaş Asfalt,2.5 L / 170 a.g. / Benzin,157 990 km
126,9456404,46500,USD,Bakı,Jeep,Wrangler,2023,"Offroader / SUV, 5 qapı",Ağ,2.0 L / 382 a.g. / Plug-in Hibrid,10 578 km
127,9066626,34000,USD,Bakı,Mercedes,GLC 300,2018,"Offroader / SUV, 5 qapı",Ağ,2.0 L / 258 a.g. / Benzin,162 000 km
128,9383250,47000,AZN,Bakı,Kia,Sorento,2021,"Offroader / SUV, 5 qapı",Mavi,2.2 L / 200 a.g. / Dizel,82 000 km
129,9455204,18800,USD,Bakı,Toyota,Corolla,2025,Sedan,Ağ,1.8 L / 98 a.g. / Hibrid,0 km
130,9493045,7700,AZN,Sumqayıt,LADA (VAZ),2115,2010,Sedan,Qara,1.6 L / 81 a.g. / Benzin,223 458 km
131,9465516,42040,USD,Bakı,Toyota,Fortuner,2022,"Offroader / SUV, 5 qapı",Qara,2.8 L / 200 a.g. / Dizel,36 655 km
132,9465804,53500,USD,Bakı,BMW,840,2021,Sedan,Göy,3.0 L / 340 a.g. / Benzin,23 500 km
133,9445461,26500,AZN,Bakı,Hyundai,Sonata,2017,Sedan,Qara,2.0 L / 151 a.g. / Qaz,188 000 km
134,7728736,21500,AZN,Bakı,Mercedes,E 250,2011,Sedan,Gümüşü,2.2 L / 204 a.g. / Dizel,350 000 km
135,9453667,18500,AZN,Bakı,Toyota,Land Cruiser Prado,2005,"Offroader / SUV, 5 qapı",Gümüşü,2.7 L / 163 a.g. / Benzin,234 000 km
136,9474554,18900,AZN,Bakı,Ford,Ecosport,2018,"Offroader / SUV, 5 qapı",Göy,1.0 L / 125 a.g. / Benzin,55 500 km
137,9473193,16800,AZN,Bakı,Changan,CS 75,2014,"Offroader / SUV, 5 qapı",Gümüşü,1.8 L / 177 a.g. / Benzin,218 000 km
138,9516720,6300,AZN,Bakı,LADA (VAZ),2106,2003,Sedan,Yaşıl,1.6 L / 75 a.g. / Benzin,50 000 km
139,7566043,44500,AZN,Bakı,MG,One,2024,"Offroader / SUV, 5 qapı",Yaş Asfalt,1.5 L / 181 a.g. / Benzin,0 km
140,9479845,27000,AZN,Şəki,Nissan,Navara,2012,"Pikap, ikiqat kabin",Ağ,2.5 L / 190 a.g. / Dizel,192 980 km
141,9483431,24300,USD,Bakı,Kia,ProCeed,2020,"Universal, 5 qapı",Göy,1.4 L / 140 a.g. / Benzin,60 000 km
142,9362504,53900,AZN,Bakı,Haval,H6,2025,"Offroader / SUV, 5 qapı",Qara,2.0 L / 204 a.g. / Benzin,0 km
143,9516865,15200,AZN,Şəmkir,Mercedes,E 220 d,2008,Sedan,Gümüşü,2.2 L / 170 a.g. / Dizel,350 000 km
144,9483401,29900,AZN,Bakı,BMW,528,2015,Sedan,Qara,2.0 L / 245 a.g. / Benzin,219 000 km
145,8945671,30000,USD,Bakı,GAC,Aion Hyper GT,2023,Sedan,Gümüşü,245 a.g. / Elektro,0 km
146,9461685,11300,AZN,Bakı,Nissan,March,2012,"Hetçbek, 5 qapı",Tünd qırmızı,1.2 L / 79 a.g. / Benzin,108 000 km
147,9365490,23800,AZN,Bakı,Toyota,Corolla,2014,Sedan,Qara,1.6 L / 124 a.g. / Benzin,121 000 km
148,9450384,30500,AZN,Şəki,Mercedes,Vito 115,2010,Minivan,Gümüşü,2.2 L / 150 a.g. / Dizel,500 000 km
149,9434789,21900,USD,Bakı,Changan,Uni-Z,2025,"Offroader / SUV, 5 qapı",Ağ,1.5 L / 215 a.g. / Plug-in Hibrid,0 km
150,9449274,22580,USD,Bakı,Haval,Raptor,2025,"Offroader / SUV, 5 qapı",Qara,1.5 L / 408 a.g. / Plug-in Hibrid,0 km
151,9506338,11800,AZN,Sumqayıt,Mercedes,B 170,2009,"Hetçbek, 5 qapı",Ağ,1.7 L / 116 a.g. / Benzin,185 000 km
152,9474831,21500,AZN,Bakı,LADA (VAZ),Niva,2024,"Offroader / SUV, 3 qapı",Ağ,1.7 L / 80 a.g. / Benzin,3 900 km
153,9483413,19900,AZN,Bakı,Ford,Transit,2007,Furqon,Ağ,2.4 L / 140 a.g. / Dizel,159 000 km
154,9470203,13800,AZN,Bakı,Volkswagen,Jetta,2015,Sedan,Qırmızı,2.0 L / 115 a.g. / Benzin,25 000 km
155,9516796,26900,AZN,Bakı,Hyundai,Sonata,2015,Sedan,Ağ,2.0 L / 245 a.g. / Benzin,95 500 km
156,8790307,33000,AZN,Bakı,JAC,JS6,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,1.5 L / 180 a.g. / Benzin,0 km
157,9438808,18000,AZN,Bakı,Lexus,RX 350,2006,"Offroader / SUV, 5 qapı",Ağ,3.5 L / 270 a.g. / Benzin,123 588 km
158,9499835,16900,AZN,Bakı,Hyundai,i30,2009,"Universal, 5 qapı",Gümüşü,1.6 L / 116 a.g. / Dizel,223 000 km
159,9410218,25900,AZN,Bakı,Ford,Transit,2010,Furqon,Ağ,2.4 L / 140 a.g. / Dizel,279 000 km
160,9509424,12800,AZN,Bakı,Skoda,Fabia,2017,"Hetçbek, 5 qapı",Tünd qırmızı,1.0 L / 110 a.g. / Benzin,197 900 km
161,9502132,25700,AZN,Bakı,BMW,328,2014,Sedan,Ağ,2.0 L / 245 a.g. / Benzin,109 000 km
162,9225291,25500,USD,Bakı,JETOUR,T2,2024,"Offroader / SUV, 5 qapı",Qara,1.5 L / 381 a.g. / Plug-in Hibrid,0 km
163,9484742,20800,AZN,Mingəçevir,LADA (VAZ),Niva,2023,"Offroader / SUV, 3 qapı",Qara,1.7 L / 83 a.g. / Benzin,15 800 km
164,9517330,28344,AZN,Bakı,Ford,Fusion (North America),2017,Sedan,Boz,1.5 L / 184 a.g. / Benzin,237 000 km
165,9492877,13300,AZN,Bakı,Chevrolet,Cruze,2014,Sedan,Ağ,1.4 L / 140 a.g. / Benzin,263 000 km
166,9516584,10800,AZN,Şirvan,Kia,Rio,2007,"Hetçbek, 5 qapı",Gümüşü,1.5 L / 110 a.g. / Dizel,215 000 km
167,9514617,37800,AZN,Bakı,Changan,Deepal S7,2023,"Offroader / SUV, 5 qapı",Ağ,1.5 L / 238 a.g. / Plug-in Hibrid,17 400 km
168,9504139,10300,AZN,Bakı,Mercedes,E 240,1997,Sedan,Gümüşü,2.4 L / 170 a.g. / Benzin,365 000 km
169,9462141,37500,USD,Bakı,Hyundai,Grandeur,2023,Sedan,Qara,1.6 L / 230 a.g. / Hibrid,29 798 km
170,9436144,44444,AZN,Bakı,Toyota,Camry,2020,Sedan,Qəhvəyi,2.5 L / 181 a.g. / Benzin,232 300 km
171,9488496,8500,AZN,Bakı,Volkswagen,Polo,2010,"Hetçbek, 3 qapı",Ağ,1.2 L / 75 a.g. / Dizel,230 000 km
172,9516690,9500,AZN,Bakı,Volkswagen,Polo,2011,"Hetçbek, 5 qapı",Ağ,1.4 L / 85 a.g. / Benzin,355 000 km
173,9511838,6800,AZN,Bakı,Mercedes,C 250 d,1993,Sedan,Qara,2.5 L / 150 a.g. / Dizel,298 371 km
174,9516670,8300,AZN,Bakı,LADA (VAZ),2115,2008,Sedan,Gümüşü,1.6 L / 81 a.g. / Benzin,183 356 km
175,9516957,36000,USD,Bakı,Land Rover,RR Velar,2018,"Offroader / SUV, 5 qapı",Ağ,2.0 L / 300 a.g. / Benzin,79 000 km
176,9457921,37900,USD,Bakı,BMW,X5,2016,"Offroader / SUV, 5 qapı",Ağ,3.0 L / 306 a.g. / Benzin,86 000 km
177,9514474,10200,AZN,Bakı,Honda,Insight,2009,Liftbek,Göy,1.3 L / 88 a.g. / Hibrid,279 000 km
178,8996888,77400,USD,Bakı,Seres Aito,M9,2024,"Offroader / SUV, 5 qapı",Qara,1.5 L / 496 a.g. / Plug-in Hibrid,0 km
179,9495389,20900,AZN,Bakı,Ford,Fusion (North America),2017,Sedan,Qara,1.5 L / 184 a.g. / Benzin,148 000 km
180,9462416,23500,USD,Bakı,Volkswagen,ID.4,2023,SUV Kupe,Qara,295 a.g. / Elektro,24 000 km
181,9102698,18500,AZN,Sumqayıt,Mercedes,E 280,2008,Sedan,Gümüşü,3.0 L / 211 a.g. / Dizel,196 400 km
182,8670064,22352,USD,Bakı,BYD,Song Plus DM-İ,2022,"Offroader / SUV, 5 qapı",Ağ,1.5 L / 177 a.g. / Plug-in Hibrid,0 km
183,9517073,12300,AZN,Bakı,Ford,Tourneo Connect,2007,Kompakt-Van,Gümüşü,1.8 L / 110 a.g. / Dizel,287 100 km
184,9498263,26200,AZN,Bakı,Hyundai,Tucson,2017,"Offroader / SUV, 5 qapı",Qara,2.0 L / 150 a.g. / Benzin,162 544 km
185,9428468,187500,USD,Bakı,Land Rover,Range Rover,2022,"Offroader / SUV, 5 qapı",Qara,3.0 L / 350 a.g. / Dizel,37 000 km
186,9516643,31500,USD,Bakı,Land Rover,Range Rover,2014,"Offroader / SUV, 5 qapı",Boz,3.0 L / 340 a.g. / Benzin,144 000 km
187,8914337,59800,USD,Bakı,Lexus,ES 300h,2024,Sedan,Ağ,2.5 L / 218 a.g. / Hibrid,0 km
188,9492064,28500,USD,Bakı,Porsche,Cayenne,2013,"Offroader / SUV, 5 qapı",Ağ,3.6 L / 300 a.g. / Benzin,70 000 km
189,9497919,45900,AZN,Bakı,Kia,Sorento,2019,"Offroader / SUV, 5 qapı",Ağ,2.0 L / 185 a.g. / Dizel,91 000 km
190,9213727,25300,AZN,Bakı,Hyundai,Grandeur,2015,Sedan,Qara,2.2 L / 202 a.g. / Dizel,202 000 km
191,9488098,16500,AZN,Gəncə,Chevrolet,Cruze,2017,Sedan,Qara,1.4 L / 153 a.g. / Benzin,200 000 km
