,amount,city,marka,model,year,type,color,distance,motor_volume,horse_power,motor_type,is_outlier
0,17500.0,Bakı,Hyundai,Sonata,2010,Sedan,Gümüşü,222000,2.4,178,Benzin,False
1,27300.0,Bakı,Toyota,Corolla,2021,Sedan,Qara,73000,1.6,122,Benzin,False
2,32123.0,Bakı,Toyota,Corolla,2024,Sedan,Ağ,0,1.8,98,Hibrid,False
3,17500.0,Qazax,Chevrolet,Trax,2018,"Offroader / SUV, 5 qapı",Qara,205000,1.4,138,Benzin,False
4,24900.0,Bakı,Ford,Fusion (North America),2016,Sedan,Ağ,169000,2.0,240,Plug-in Hibrid,False
5,40500.0,Bakı,Mercedes,E 220 d,2014,Sedan,Qara,156000,2.2,170,Dizel,False
6,8300.0,Şirvan,GAZ,31105,2004,Sedan,Yaş Asfalt,220000,2.4,131,Benzin,False
7,35990.0,Bakı,Toyota,Corolla Cross,2025,"Offroader / SUV, 5 qapı",Ağ,0,2.0,196,Hibrid,False
8,5200.0,Bakı,Mercedes,190,1991,Sedan,Qəhvəyi,198550,1.8,109,Benzin,False
9,48900.0,Bakı,Toyota,Camry,2021,Sedan,Qara,128000,2.5,200,Benzin,False
10,93500.0,Bakı,Mercedes,GLC 200 4MATIC+ Coupe,2022,SUV Kupe,Qara,20000,2.0,197,Benzin,False
11,25800.0,Bakı,Ford,Transit,2006,Furqon,Ağ,372000,2.2,125,Dizel,False
12,25000.0,Bakı,Hyundai,Elantra,2019,Sedan,Yaş Asfalt,107500,2.0,150,Benzin,False
13,38930.0,Bakı,Audi,A4,2016,Sedan,Göy,115000,2.0,249,Benzin,False
14,82000.0,Bakı,Mercedes,GLE 43 AMG 4MATIC Coupe,2018,SUV Kupe,Yaş Asfalt,77000,3.0,390,Benzin,False
15,10400.0,Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,258000,2.3,193,Benzin,False
16,37230.0,Bakı,Ford,Mustang,2019,Kabriolet,Qara,63125,2.3,317,Benzin,False
17,8100.0,Bakı,Opel,Astra,2006,"Hetçbek, 5 qapı",Göy,222220,1.3,90,Dizel,False
18,10900.0,Şəmkir,Mercedes,E 240,1997,Sedan,Gümüşü,700000,2.4,170,Benzin,False
19,23300.0,Bakı,BYD,Seal 05,2025,Sedan,Ağ,0,1.5,290,Plug-in Hibrid,False
20,34510.0,Bakı,Toyota,Corolla Cross,2025,"Offroader / SUV, 5 qapı",Ağ,0,2.0,197,Hibrid,False
21,16000.0,Bakı,Honda,City,2014,Sedan,Qara,130000,1.5,117,Benzin,False
22,30900.0,Sumqayıt,Changan,Qiyuan Q05,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,215,Plug-in Hibrid,False
23,8700.0,Gəncə,Renault,Megane,2006,"Universal, 5 qapı",Ağ,350000,1.5,110,Dizel,False
24,34500.0,Bakı,Kia,Sorento,2015,"Offroader / SUV, 5 qapı",Boz,117000,2.0,240,Benzin,False
25,20900.0,Bakı,BMW,i3,2016,"Hetçbek, 5 qapı",Yaş Asfalt,149532,0.0,170,Elektrik,False
26,6500.0,Salyan,Mercedes,E 200 d,2020,Sedan,Qara,221696,2.0,150,Dizel,False
27,39500.0,Bakı,Ford,Transit,2008,Furqon,Ağ,183900,2.4,140,Dizel,False
28,42330.0,Bakı,Changan,Qiyuan A07,2024,Liftbek,Çəhrayı,3650,1.5,218,Plug-in Hibrid,False
29,28300.0,Bakı,BMW,328,2015,Sedan,Qara,170000,2.0,245,Benzin,False
30,20500.0,Bakı,Mazda,6,2013,Sedan,Yaş Asfalt,250000,2.5,192,Benzin,False
31,8300.0,Bakı,Opel,Astra,2005,"Hetçbek, 5 qapı",Gümüşü,330000,1.3,90,Dizel,False
32,19000.0,Bakı,Chevrolet,Lacetti,2022,Sedan,Yaş Asfalt,83450,1.5,106,Benzin,False
33,23000.0,Bakı,Hyundai,Elantra,2018,Sedan,Ağ,127867,2.0,150,Benzin,False
34,26800.0,Bakı,Toyota,Camry,2011,Sedan,Ağ,214000,2.5,181,Benzin,False
35,9500.0,Bakı,Peugeot,308,2008,"Hetçbek, 5 qapı",Boz,120000,1.6,140,Benzin,False
36,15900.0,Bakı,Chevrolet,Cruze,2017,Sedan,Qara,160000,1.4,153,Benzin,False
37,13300.0,Gəncə,Kia,Ceed SW,2009,"Universal, 5 qapı",Qara,197790,1.4,109,Benzin,False
38,66130.0,Bakı,Lexus,NX 200,2022,"Offroader / SUV, 5 qapı",Qara,24612,2.0,150,Benzin,False
39,66300.0,Bakı,Xiaomi,SU7,2024,Sedan,Mavi,0,0.0,299,Elektrik,False
40,32000.0,Bakı,Volkswagen,Touareg,2013,"Offroader / SUV, 5 qapı",Qara,132000,3.6,280,Benzin,False
41,11900.0,Şəmkir,Nissan,Sunny,2007,Sedan,Gümüşü,302000,1.6,107,Benzin,False
42,16900.0,Bakı,Ford,Fusion (North America),2018,Sedan,Göy,110000,1.5,184,Benzin,False
43,22000.0,Bakı,Toyota,Corolla,2018,Sedan,Ağ,46000,1.8,98,Hibrid,False
44,23900.0,Bakı,Mercedes,C 250,2011,Sedan,Qara,138000,1.8,204,Benzin,False
45,19500.0,Bakı,Hyundai,Accent,2016,Sedan,Ağ,106000,1.6,128,Dizel,False
46,70550.0,Bakı,Mercedes,E 250,2018,Sedan,Ağ,41900,2.0,211,Benzin,False
47,34600.0,Bakı,Kia,Sorento,2015,"Offroader / SUV, 5 qapı",Yaş Asfalt,180000,2.0,184,Dizel,False
48,47090.0,Bakı,Mercedes,E 300,2017,Sedan,Yaş Asfalt,104800,2.0,245,Benzin,False
49,3300.0,Bakı,Opel,Vectra,1997,Sedan,Yaşıl,444111,1.6,100,Benzin,False
50,96900.0,Bakı,Land Rover,Range Rover,2020,"Offroader / SUV, 5 qapı",Qara,87000,3.0,275,Dizel,False
51,90100.0,Bakı,Ford,F-150,2021,"Pikap, ikiqat kabin",Yaş Asfalt,44000,2.7,325,Benzin,False
52,13900.0,Gəncə,Chevrolet,Cruze,2014,Sedan,Qızılı,251058,1.4,140,Benzin,False
53,21900.0,Bakı,Hyundai,Avante,2015,Sedan,Boz,181000,1.6,136,Dizel,False
54,5000.0,Cəlilabad,LADA (VAZ),2107,2010,Sedan,Qara,77000,1.6,75,Benzin,False
55,15500.0,Bakı,Nissan,Note,2015,"Hetçbek, 5 qapı",Tünd qırmızı,32800,1.2,98,Benzin,False
56,21700.0,Bakı,Opel,Astra,2018,"Universal, 5 qapı",Mavi,197220,1.6,136,Dizel,False
57,20000.0,Bakı,Hyundai,Sonata,2010,Sedan,Qara,220000,2.4,174,Benzin,False
58,17000.0,Bakı,Nissan,Note,2015,"Hetçbek, 5 qapı",Yaş Asfalt,850000,1.2,98,Benzin,False
59,10000.0,Gəncə,Opel,Astra,2004,"Universal, 5 qapı",Göy,255000,1.4,90,Benzin,False
60,7800.0,Bakı,BMW,320,1996,Sedan,Qara,582000,2.0,150,Benzin,False
61,101620.9,Bakı,Mercedes,S 450,2018,Sedan,Qara,54000,3.0,367,Benzin,False
62,35000.0,Bakı,Kia,Sorento,2017,"Offroader / SUV, 5 qapı",Gümüşü,180000,2.0,184,Dizel,False
63,29900.0,Bakı,Hyundai,Elantra,2022,Sedan,Qara,50000,1.6,128,Benzin,False
64,190400.0,Bakı,Lexus,LX 500d,2022,"Offroader / SUV, 5 qapı",Qara,69209,3.3,299,Dizel,False
65,15800.0,Xırdalan,Mercedes,E 240,1999,Sedan,Göy,248000,2.4,170,Benzin,False
66,28050.0,Bakı,BMW,528,2016,Sedan,Qara,152888,2.0,245,Benzin,False
67,37910.0,Bakı,Harley-Davidson,FLHX Street Glide,2023,Motosiklet,Mavi,13500,0.0,87,Benzin,False
68,36500.0,Bakı,BMW,X3,2015,"Offroader / SUV, 5 qapı",Yaş Asfalt,198000,2.0,245,Benzin,False
69,45900.0,Bakı,BMW,428,2015,Kabriolet,Yaş Asfalt,155000,2.0,245,Benzin,False
70,10777.0,Bakı,Kia,Rio,2007,"Hetçbek, 5 qapı",Göy,276800,1.5,110,Dizel,False
71,19500.0,Bakı,Chevrolet,Trax,2019,"Offroader / SUV, 5 qapı",Qırmızı,83000,1.4,140,Benzin,False
72,10200.0,Balakən,BMW,535,2000,Sedan,Qara,370000,3.5,245,Benzin,False
73,67830.0,Xırdalan,Land Rover,Range Rover,2017,"Offroader / SUV, 5 qapı",Ağ,220000,3.0,340,Benzin,False
74,144160.0,Bakı,Toyota,Land Cruiser Prado,2024,"Offroader / SUV, 5 qapı",Qızılı,0,2.8,204,Dizel,False
75,3600.0,Beyləqan,LADA (VAZ),2107,2004,Sedan,Tünd qırmızı,54196,1.6,75,Benzin,False
76,7900.0,Qazax,LADA (VAZ),Niva,2009,"Offroader / SUV, 3 qapı",Ağ,240369,1.7,80,Benzin,False
77,38250.0,Bakı,Mercedes,C 300,2018,Sedan,Qara,60000,2.0,245,Benzin,False
78,84660.0,Bakı,Mercedes,EQC 400 4MATIC,2022,"Offroader / SUV, 5 qapı",Yaş Asfalt,14000,0.0,408,Elektrik,False
79,10600.0,Bakı,Kia,Ceed,2008,"Hetçbek, 5 qapı",Qara,287612,1.4,109,Benzin,False
80,24800.0,Bakı,Ford,Fusion (North America),2018,Sedan,Tünd qırmızı,73500,2.0,249,Benzin,False
81,23900.0,Bakı,Kia,Sportage,2014,"Offroader / SUV, 5 qapı",Ağ,183000,2.0,184,Dizel,False
82,48450.0,Bakı,BMW,330,2020,Sedan,Ağ,85000,2.0,249,Benzin,False
83,18500.0,Bakı,Hyundai,Santa Fe,2007,"Offroader / SUV, 5 qapı",Qara,270000,2.2,172,Dizel,False
84,24500.0,Gəncə,BMW,328,2014,Sedan,Ağ,186000,2.0,245,Benzin,False
85,86700.0,Bakı,Mercedes,GLE 350,2021,"Offroader / SUV, 5 qapı",Qara,119300,2.0,258,Benzin,False
86,19800.0,Bakı,Hyundai,Elantra,2015,Sedan,Qara,145717,1.8,150,Benzin,False
87,32283.0,Bakı,BYD,Song Plus DM-İ,2025,"Offroader / SUV, 5 qapı",Mavi,0,1.5,218,Plug-in Hibrid,False
88,36550.0,Bakı,Toyota,Corolla Cross,2025,"Offroader / SUV, 5 qapı",Ağ,0,2.0,197,Hibrid,False
89,12500.0,Şəki,Opel,Astra,2008,"Hetçbek, 5 qapı",Qara,168942,1.8,140,Benzin,False
90,33500.0,Bakı,Hyundai,i20,2024,"Hetçbek, 5 qapı",Qırmızı,0,1.4,100,Benzin,False
91,23000.0,Gəncə,Hyundai,Accent,2022,Sedan,Qara,36400,1.6,130,Benzin,False
92,31500.0,Bakı,Honda,Insight,2020,Sedan,Gümüşü,128000,1.5,109,Hibrid,False
93,11500.0,Masallı,Opel,Astra,2007,"Hetçbek, 5 qapı",Göy,288400,1.4,90,Benzin,False
94,62900.0,Bakı,Mercedes,S 350 d,2017,Sedan,Yaş Asfalt,170000,3.0,249,Dizel,False
95,9800.0,İmişli,GAZ,33021,1998,Yük maşını,Boz,226000,2.5,131,Dizel,False
96,24900.0,Bakı,Hyundai,Elantra,2018,Sedan,Gümüşü,65178,1.6,204,Benzin,False
97,8500.0,Bakı,Toyota,Prius,2007,Liftbek,Açıq yaşıl,258000,1.5,76,Hibrid,False
98,26500.0,Quba,Mercedes,S 500,2007,Sedan,Qara,260000,5.5,388,Benzin,False
99,20900.0,Bakı,Toyota,Aqua,2019,"Hetçbek, 5 qapı",Ağ,5737,1.5,74,Hibrid,False
100,56950.0,Bakı,Land Rover,RR Evoque,2020,"Offroader / SUV, 5 qapı",Qara,72500,2.0,180,Dizel,False
101,61030.0,Bakı,Mitsubishi,L200,2024,"Pikap, ikiqat kabin",Boz,0,2.4,147,Dizel,False
102,18900.0,Bakı,Isuzu,NKR 55 E,2008,Yük maşını,Ağ,255000,3.3,196,Dizel,False
103,28050.0,Bakı,Changan,CS 55 Plus,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,235,Plug-in Hibrid,False
104,21900.0,Sumqayıt,Mercedes,ML 350 4MATIC,2009,"Offroader / SUV, 5 qapı",Ağ,130000,3.5,272,Benzin,False
105,31800.0,Bakı,Changan,Qiyuan Q05,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,215,Plug-in Hibrid,False
106,26000.0,Bakı,Land Rover,Range Rover,2007,"Offroader / SUV, 5 qapı",Qara,228000,4.2,396,Benzin,False
107,15900.0,Bakı,Hyundai,Santa Fe,2006,"Offroader / SUV, 5 qapı",Qara,253000,2.7,189,Benzin,False
108,5400.0,Ağsu,Opel,Vectra,1995,Sedan,Açıq yaşıl,368546,1.8,90,Benzin,False
109,46300.0,Bakı,JETOUR,X70C-DM,2025,"Offroader / SUV, 5 qapı",Qara,0,1.5,271,Plug-in Hibrid,False
110,16100.0,Bakı,Volkswagen,Polo,2019,Sedan,Ağ,275390,1.6,110,Benzin,False
111,5500.0,Ağstafa,LADA (VAZ),21011,1985,Sedan,Qızılı,73750,1.3,65,Benzin,False
112,17500.0,Bakı,Kia,Cadenza,2010,Sedan,Ağ,234000,3.5,290,Benzin,False
113,8500.0,İsmayıllı,Mercedes,C 180,1996,Sedan,Gümüşü,200000,1.8,122,Benzin,False
114,18900.0,Bakı,Hyundai,Avante,2015,Sedan,Gümüşü,196000,1.6,115,Dizel,False
115,23500.0,Bakı,Kia,Forte,2020,Sedan,Yaş Asfalt,138600,2.0,150,Benzin,False
116,25000.0,Bakı,Infiniti,FX35,2012,"Offroader / SUV, 5 qapı",Yaş Asfalt,220419,3.5,307,Benzin,False
117,34400.0,Bakı,BMW,330,2016,Sedan,Qara,170000,2.0,249,Benzin,False
118,37230.0,Bakı,Changan,Uni-Z,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,215,Plug-in Hibrid,False
119,11500.0,Bakı,BMW,745,2004,Sedan,Qara,325000,4.4,333,Benzin,False
120,23900.0,Sumqayıt,Hyundai,Elantra,2015,Sedan,Yaş Asfalt,106000,1.8,150,Benzin,False
121,15500.0,Bakı,Chevrolet,Spark,2023,"Hetçbek, 5 qapı",Yaş Asfalt,44000,1.3,85,Benzin,False
122,59330.0,Bakı,Lexus,ES 300h,2021,Sedan,Qara,55000,2.5,178,Hibrid,False
123,34900.0,Bakı,Hyundai,Sonata,2020,Sedan,Yaş Asfalt,43000,1.6,180,Benzin,False
124,57630.0,Bakı,Toyota,RAV4,2021,"Offroader / SUV, 5 qapı",Qara,90000,2.5,218,Hibrid,False
125,22000.0,Bakı,Mazda,6,2013,Sedan,Yaş Asfalt,157990,2.5,170,Benzin,False
126,79050.0,Bakı,Jeep,Wrangler,2023,"Offroader / SUV, 5 qapı",Ağ,10578,2.0,382,Plug-in Hibrid,False
127,57800.0,Bakı,Mercedes,GLC 300,2018,"Offroader / SUV, 5 qapı",Ağ,162000,2.0,258,Benzin,False
128,47000.0,Bakı,Kia,Sorento,2021,"Offroader / SUV, 5 qapı",Mavi,82000,2.2,200,Dizel,False
129,31960.0,Bakı,Toyota,Corolla,2025,Sedan,Ağ,0,1.8,98,Hibrid,False
130,7700.0,Sumqayıt,LADA (VAZ),2115,2010,Sedan,Qara,223458,1.6,81,Benzin,False
131,71468.0,Bakı,Toyota,Fortuner,2022,"Offroader / SUV, 5 qapı",Qara,36655,2.8,200,Dizel,False
132,90950.0,Bakı,BMW,840,2021,Sedan,Göy,23500,3.0,340,Benzin,False
133,26500.0,Bakı,Hyundai,Sonata,2017,Sedan,Qara,188000,2.0,151,Qaz,False
134,21500.0,Bakı,Mercedes,E 250,2011,Sedan,Gümüşü,350000,2.2,204,Dizel,False
135,18500.0,Bakı,Toyota,Land Cruiser Prado,2005,"Offroader / SUV, 5 qapı",Gümüşü,234000,2.7,163,Benzin,False
136,18900.0,Bakı,Ford,Ecosport,2018,"Offroader / SUV, 5 qapı",Göy,55500,1.0,125,Benzin,False
137,16800.0,Bakı,Changan,CS 75,2014,"Offroader / SUV, 5 qapı",Gümüşü,218000,1.8,177,Benzin,False
138,6300.0,Bakı,LADA (VAZ),2106,2003,Sedan,Yaşıl,50000,1.6,75,Benzin,False
139,44500.0,Bakı,MG,One,2024,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,181,Benzin,False
140,27000.0,Şəki,Nissan,Navara,2012,"Pikap, ikiqat kabin",Ağ,192980,2.5,190,Dizel,False
141,41310.0,Bakı,Kia,ProCeed,2020,"Universal, 5 qapı",Göy,60000,1.4,140,Benzin,False
142,53900.0,Bakı,Haval,H6,2025,"Offroader / SUV, 5 qapı",Qara,0,2.0,204,Benzin,False
143,15200.0,Şəmkir,Mercedes,E 220 d,2008,Sedan,Gümüşü,350000,2.2,170,Dizel,False
144,29900.0,Bakı,BMW,528,2015,Sedan,Qara,219000,2.0,245,Benzin,False
145,51000.0,Bakı,GAC,Aion Hyper GT,2023,Sedan,Gümüşü,0,0.0,245,Elektrik,False
146,11300.0,Bakı,Nissan,March,2012,"Hetçbek, 5 qapı",Tünd qırmızı,108000,1.2,79,Benzin,False
147,23800.0,Bakı,Toyota,Corolla,2014,Sedan,Qara,121000,1.6,124,Benzin,False
148,30500.0,Şəki,Mercedes,Vito 115,2010,Minivan,Gümüşü,500000,2.2,150,Dizel,False
149,37230.0,Bakı,Changan,Uni-Z,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,215,Plug-in Hibrid,False
150,38386.0,Bakı,Haval,Raptor,2025,"Offroader / SUV, 5 qapı",Qara,0,1.5,408,Plug-in Hibrid,False
151,11800.0,Sumqayıt,Mercedes,B 170,2009,"Hetçbek, 5 qapı",Ağ,185000,1.7,116,Benzin,False
152,21500.0,Bakı,LADA (VAZ),Niva,2024,"Offroader / SUV, 3 qapı",Ağ,3900,1.7,80,Benzin,False
153,19900.0,Bakı,Ford,Transit,2007,Furqon,Ağ,159000,2.4,140,Dizel,False
154,13800.0,Bakı,Volkswagen,Jetta,2015,Sedan,Qırmızı,25000,2.0,115,Benzin,False
155,26900.0,Bakı,Hyundai,Sonata,2015,Sedan,Ağ,95500,2.0,245,Benzin,False
156,33000.0,Bakı,JAC,JS6,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,180,Benzin,False
157,18000.0,Bakı,Lexus,RX 350,2006,"Offroader / SUV, 5 qapı",Ağ,123588,3.5,270,Benzin,False
158,16900.0,Bakı,Hyundai,i30,2009,"Universal, 5 qapı",Gümüşü,223000,1.6,116,Dizel,False
159,25900.0,Bakı,Ford,Transit,2010,Furqon,Ağ,279000,2.4,140,Dizel,False
160,12800.0,Bakı,Skoda,Fabia,2017,"Hetçbek, 5 qapı",Tünd qırmızı,197900,1.0,110,Benzin,False
161,25700.0,Bakı,BMW,328,2014,Sedan,Ağ,109000,2.0,245,Benzin,False
162,43350.0,Bakı,JETOUR,T2,2024,"Offroader / SUV, 5 qapı",Qara,0,1.5,381,Plug-in Hibrid,False
163,20800.0,Mingəçevir,LADA (VAZ),Niva,2023,"Offroader / SUV, 3 qapı",Qara,15800,1.7,83,Benzin,False
164,28344.0,Bakı,Ford,Fusion (North America),2017,Sedan,Boz,237000,1.5,184,Benzin,False
165,13300.0,Bakı,Chevrolet,Cruze,2014,Sedan,Ağ,263000,1.4,140,Benzin,False
166,10800.0,Şirvan,Kia,Rio,2007,"Hetçbek, 5 qapı",Gümüşü,215000,1.5,110,Dizel,False
167,37800.0,Bakı,Changan,Deepal S7,2023,"Offroader / SUV, 5 qapı",Ağ,17400,1.5,238,Plug-in Hibrid,False
168,10300.0,Bakı,Mercedes,E 240,1997,Sedan,Gümüşü,365000,2.4,170,Benzin,False
169,63750.0,Bakı,Hyundai,Grandeur,2023,Sedan,Qara,29798,1.6,230,Hibrid,False
170,44444.0,Bakı,Toyota,Camry,2020,Sedan,Qəhvəyi,232300,2.5,181,Benzin,False
171,8500.0,Bakı,Volkswagen,Polo,2010,"Hetçbek, 3 qapı",Ağ,230000,1.2,75,Dizel,False
172,9500.0,Bakı,Volkswagen,Polo,2011,"Hetçbek, 5 qapı",Ağ,355000,1.4,85,Benzin,False
173,6800.0,Bakı,Mercedes,C 250 d,1993,Sedan,Qara,298371,2.5,150,Dizel,False
174,8300.0,Bakı,LADA (VAZ),2115,2008,Sedan,Gümüşü,183356,1.6,81,Benzin,False
175,61200.0,Bakı,Land Rover,RR Velar,2018,"Offroader / SUV, 5 qapı",Ağ,79000,2.0,300,Benzin,False
176,64430.0,Bakı,BMW,X5,2016,"Offroader / SUV, 5 qapı",Ağ,86000,3.0,306,Benzin,False
177,10200.0,Bakı,Honda,Insight,2009,Liftbek,Göy,279000,1.3,88,Hibrid,False
178,131580.0,Bakı,Seres Aito,M9,2024,"Offroader / SUV, 5 qapı",Qara,0,1.5,496,Plug-in Hibrid,True
179,20900.0,Bakı,Ford,Fusion (North America),2017,Sedan,Qara,148000,1.5,184,Benzin,False
180,39950.0,Bakı,Volkswagen,ID.4,2023,SUV Kupe,Qara,24000,0.0,295,Elektrik,False
181,18500.0,Sumqayıt,Mercedes,E 280,2008,Sedan,Gümüşü,196400,3.0,211,Dizel,False
182,37998.4,Bakı,BYD,Song Plus DM-İ,2022,"Offroader / SUV, 5 qapı",Ağ,0,1.5,177,Plug-in Hibrid,False
183,12300.0,Bakı,Ford,Tourneo Connect,2007,Kompakt-Van,Gümüşü,287100,1.8,110,Dizel,False
184,26200.0,Bakı,Hyundai,Tucson,2017,"Offroader / SUV, 5 qapı",Qara,162544,2.0,150,Benzin,False
185,318750.0,Bakı,Land Rover,Range Rover,2022,"Offroader / SUV, 5 qapı",Qara,37000,3.0,350,Dizel,False
186,53550.0,Bakı,Land Rover,Range Rover,2014,"Offroader / SUV, 5 qapı",Boz,144000,3.0,340,Benzin,False
187,101660.0,Bakı,Lexus,ES 300h,2024,Sedan,Ağ,0,2.5,218,Hibrid,False
188,48450.0,Bakı,Porsche,Cayenne,2013,"Offroader / SUV, 5 qapı",Ağ,70000,3.6,300,Benzin,False
189,45900.0,Bakı,Kia,Sorento,2019,"Offroader / SUV, 5 qapı",Ağ,91000,2.0,185,Dizel,False
190,25300.0,Bakı,Hyundai,Grandeur,2015,Sedan,Qara,202000,2.2,202,Dizel,False
191,16500.0,Gəncə,Chevrolet,Cruze,2017,Sedan,Qara,200000,1.4,153,Benzin,False
192,8700.0,Bakı,Mercedes,E 280,1997,Sedan,Qara,630000,2.8,193,Benzin,False
193,43350.0,Bakı,BMW,530e,2018,Sedan,Ağ,91000,2.0,292,Plug-in Hibrid,False
194,54000.0,Tərtər,Mercedes,Axor 2533,2006,Yük maşını,Ağ,579636,12.0,440,Dizel,True
195,60180.0,Bakı,Toyota,Camry,2025,Sedan,Qara,0,2.0,197,Hibrid,False
196,96900.0,Gəncə,Toyota,Highlander,2024,"Offroader / SUV, 5 qapı",Qara,0,2.5,260,Hibrid,False
197,357000.0,Bakı,Bentley,Continental GT,2019,Kupe,Qara,8500,4.0,550,Benzin,True
198,18700.0,Bakı,Kia,Forte,2015,Sedan,Yaş Asfalt,121000,1.8,145,Benzin,False
199,18900.0,Sumqayıt,Hyundai,Accent,2012,Sedan,Ağ,191757,1.6,138,Benzin,False
200,128820.9,Bakı,BMW,X5,2023,"Offroader / SUV, 5 qapı",Boz,52700,3.0,340,Benzin,False
201,25900.0,Bakı,Hyundai,Tucson,2017,"Offroader / SUV, 5 qapı",Ağ,70000,1.6,177,Benzin,False
202,49000.0,Bakı,Mercedes,E 300,2016,Sedan,Yaş Asfalt,100000,2.0,245,Benzin,False
203,21200.0,Bakı,Ford,Fusion (North America),2018,Sedan,Yaş Asfalt,94000,1.5,184,Benzin,False
204,65450.0,Bakı,Mercedes,E 300 e,2022,Sedan,Gümüşü,39500,2.0,320,Hibrid,False
205,79730.0,Bakı,ZEEKR,001,2024,Liftbek,Qara,0,0.0,544,Elektrik,True
206,3600.0,Qazax,LADA (VAZ),2107,2004,Sedan,Ağ,95436,1.6,73,Benzin,False
207,31800.0,Bakı,Kia,K5,2021,Sedan,Qara,97000,1.6,180,Benzin,False
208,37060.0,Bakı,Nissan,Altima,2021,Sedan,Narıncı,40000,2.0,248,Benzin,False
209,28800.0,Bakı,BMW,520,2014,Sedan,Ağ,250000,2.0,190,Dizel,False
210,21800.0,Bakı,Infiniti,FX35,2011,"Offroader / SUV, 5 qapı",Qara,240500,3.5,307,Benzin,False
211,17500.0,Bakı,Hyundai,Veloster,2013,"Hetçbek, 4 qapı",Ağ,150913,1.6,204,Benzin,False
212,8200.0,Gəncə,LADA (VAZ),2107,2010,Sedan,Qara,90000,1.6,75,Benzin,False
213,99620.0,Bakı,BMW,i5,2024,Sedan,Ağ,7500,0.0,340,Elektrik,False
214,16700.0,Bakı,Ford,Fusion (North America),2016,Sedan,Göy,160303,1.5,181,Benzin,False
215,31500.0,Sumqayıt,Kia,Sorento,2013,"Offroader / SUV, 5 qapı",Ağ,140800,2.0,184,Dizel,False
216,16800.0,Sumqayıt,Ford,Fusion (North America),2015,Sedan,Boz,185087,1.5,184,Benzin,False
217,67000.0,Bakı,DAF,105 XF,2013,Dartqı,Ağ,990000,12.0,460,Dizel,True
218,13900.0,Bakı,Hyundai,Sonata,2007,Sedan,Ağ,234000,2.4,174,Benzin,False
219,46800.0,Sumqayıt,Kia,Sorento,2020,"Offroader / SUV, 5 qapı",Ağ,201331,2.2,200,Dizel,False
220,23300.0,Bakı,Toyota,Camry,2013,Sedan,Ağ,200000,2.5,181,Benzin,False
221,36000.0,Sumqayıt,Toyota,Land Cruiser,2008,"Offroader / SUV, 5 qapı",Ağ,260000,4.0,275,Benzin,False
222,19500.0,Bakı,Hyundai,Veracruz,2008,"Offroader / SUV, 5 qapı",Qara,265000,3.8,264,Benzin,False
223,35530.0,Bakı,Changan,Uni-Z,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,215,Plug-in Hibrid,False
224,24000.0,Bakı,Toyota,Prius,2017,Liftbek,Yaş Asfalt,157521,1.8,99,Hibrid,False
225,13200.0,Bakı,Toyota,Prius,2008,Liftbek,Yaş Asfalt,421156,1.5,76,Hibrid,False
226,37400.0,Bakı,BMW,420,2020,Liftbek,Ağ,64000,2.0,190,Dizel,False
227,406300.0,Bakı,Mercedes-Maybach,S 580 4MATIC,2022,Sedan,Qara,2800,4.0,503,Benzin,True
228,18300.0,Sumqayıt,Ford,Transit,2011,Furqon,Sarı,179876,2.4,140,Dizel,False
229,85000.0,Bakı,Jeep,Wrangler,2024,"Offroader / SUV, 5 qapı",Tünd qırmızı,1700,2.0,375,Plug-in Hibrid,False
230,12600.0,Sumqayıt,Kia,Pride,2010,Sedan,Gümüşü,182493,1.5,112,Dizel,False
231,8000.0,Bərdə,BMW,535,1997,Sedan,Qara,20000,3.5,235,Benzin,False
232,18200.0,Bakı,Kia,Forte,2016,Sedan,Yaş Asfalt,75000,1.8,145,Benzin,False
233,18900.0,Bakı,Hyundai,Avante,2016,Sedan,Ağ,108000,1.6,136,Dizel,False
234,12000.0,Qax,Chevrolet,Cruze,2012,Sedan,Gümüşü,210000,1.4,140,Benzin,False
235,22800.0,Bakı,LADA (VAZ),Niva,2023,"Offroader / SUV, 3 qapı",Qara,16800,1.7,83,Benzin,False
236,30850.0,Bakı,Kia,Sorento,2014,"Offroader / SUV, 5 qapı",Qara,176000,2.0,184,Dizel,False
237,14000.0,Naxçıvan,Volkswagen,Jetta,2016,Sedan,Qara,205996,1.4,150,Benzin,False
238,18000.0,Bakı,Volkswagen,Passat,2015,Sedan,Mavi,203900,1.8,152,Benzin,False
239,20500.0,Bakı,Hyundai,Elantra,2015,Sedan,Boz,220000,1.8,150,Benzin,False
240,59500.0,Bakı,JETOUR,T2,2025,"Offroader / SUV, 5 qapı",Qara,0,1.5,462,Plug-in Hibrid,True
241,9200.0,Bakı,Volkswagen,Passat,2006,Sedan,Qara,228000,2.0,200,Benzin,False
